,:白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,,,,,,,,,
,白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,,,,,,,,,,
152223,1-2,火3; 火4,社会医学実習,関根道和,4,専門教育科目社会医学ユニット,1,杉別途通知,全9回の実習のうち、初回は説明会を行い、班分けを行う。第2-8回の計7回が実習、最終回は実習発表会を行う。実習報告書を指定期日までに提出すること。,取組状況、グループ内での発表や討論、実習報告書等から総合的に評価する。,水平統合(疫学、富山医療学、および医学統計)
152231,1-2,火1,医学統計,米本直裕,4,専門教育科目社会における医療の役割の理解,1.0,杉203講義室; 第7回、第8回は情報処理室,講義および統計ソフトウエアを用いた演習形式,授業内レポート0~10%\\n<評価基準>各授業内容を正しく理解している\\n筆記試験90~100%\\n(不合格者に対する再評価(再試験)は原則1回)\\n評価者(評価作成者):「担当教員」に記載の教員,
155036,3-4,火3; 火4,富山医療学,吉岡英治,3,専門教育科目社会における医療の役割の理解,1.0,,授業計画詳細を参照,各講義後に行う理解度テスト、個人レポートから総合的に評価(A~D評価)する。(計100%)\\n評価者(評価作成者):「担当教員」に記載の教員\\n試験は行わない。,水平統合(疫学および環境保健学)
,:白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,,,,,,,,,
,白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,,,,,,,,,,
151105,1-2,木1,医学英語I,高村昭輝,2,専門教育科目医療プロフェッショナリズムユニット,1,杉別途通知,後日Up予定,達成目標1(30%)、達成目標2(70%)について\\n評価方法⇒達成目標1については教員との英語による遣り取りの発話で評価する(パフォーマンス評価)。達成目標2については最終テストの読解問題・語彙テストで評価する。\\n評価割合⇒発話パフォーマンス評価(30%); 中間・最終テスト(本文読解テスト+語彙テスト)(70%)\\n評価基準⇒発話パフォーマンス評価:発音・内容・教員との応答度(各10%)\\n読解問題:テキストの内容理解度と語彙テスト結果\\n達成目標3、4:1-minspeech5%/Firstpresentation10%/Grouppresentation50%/Posterpresentation35%\\n“評価者(評価作成者):「担当教員」に記載の教員,変則授業となる可能性があります。
152200,1-2,木2,医学英語III,高村昭輝,4,専門教育科目医療プロフェッショナリズムユニット,1,杉別途通知,後日Up予定,達成目標1(30%)、達成目標2(70%)について\\n評価方法⇒達成目標1については教員との英語による遣り取りの発話で評価する(パフォーマンス評価)。達成目標2については最終テストの読解問題・語彙テストで評価する。\\n評価割合⇒発話パフォーマンス評価(30%); 中間・最終テスト(本文読解テスト+語彙テスト)(70%)\\n評価基準⇒発話パフォーマンス評価:発音・内容・教員との応答度(各10%)\\n読解問題:テキストの内容理解度と語彙テスト結果\\n達成目標3、4:1-minspeech5%/Firstpresentation10%/Grouppresentation50%/Posterpresentation35%\\n“評価者(評価作成者):「担当教員」に記載の教員,変則授業となる可能性があります。
150215,3-4,木3,行動科学,堀悦郎,1,専門教育科目医療プロフェッショナリズムユニット,1,五福共C22番教室,講義形式で、プリント、板書、PowerPointなどを用いて行う。,学期末に筆記試験(100%)を行って評価する。\\n成績評価には; 全ての達成目標(12項目)が同等に寄与する。\\n追試験・再試験は、必要が生じた場合に1回実施する。\\n評価者(評価作成者):「担当教員」に記載の教員\\n評価のフィードバックは、質問に応じて解説を行います。,担当教員\\n堀悦郎(行動科学教授)hori@med.u-toyama.ac.jp\\n袴田優子(臨床心理学・認知神経科学教授)hakamata@med.u-toyama.ac.jp\\n近藤諭(医学教育学助教)skondo@med.u-toyama.ac.jp
