140720,1-2,月4; 火4,解析学I,菊池万里,2; 3; 4,専門教育科目プログラム基盤科目,2,理コラボレーションA424,下記の計画に沿って、スライド及び板書を用いて講義する。\\n第1回:準備\\n第2回:実数の部分集合(上限・下限の性質)\\n第3回:実数の部分集合(集合の演算)\\n第4回:数列の極限(ε-N論法1)\\n第5回:数列の極限(ε-N論法2)\\n第6回:数列の極限の性質\\n第7回:Cauchy列\\n第8回:問題演習\\n第9回:関数の極限(ε-δ論法)\\n第10回:関数の極限(ε-δ論法2)\\n第11回:関数の連続性(定義)\\n第12回:関数の連続性(例)\\n第13回:連続関数の性質\\n第14回:1変数関数の微分(関数の微分可能性の定義)\\n第15回:1変数関数の微分(微分可能な関数の基本的性質)\\n期末試験,期末試験の成績(75~85%)と課題(25~15%)を総合して、目標が達成されている否かを基準に評価する。,
140721,1-2,月2,線形代数学IA,木村巌,2; 3; 4,専門教育科目プログラム基盤科目,1,理コラボレーションA424,主に板書で講義する.テキストの藤岡「手を動かしてまなぶ代数」の5章から始め; 「手を動かして学ぶ続・線形代数」1章までを目標とする.\\n1.一般次元の数ベクトル空間とその間の線形写像\\n2.1次独立; 基底; 基底の変換\\n3.線形写像\\n4.表現行列\\n5.固有値と固有ベクトル・対称行列の対角化\\n6.上三角化\\n7.同時対角化\\n8.まとめと応用例,ターム末の試験により評価する.,
140722,1-2,月2,線形代数学IB,木村巌,2; 3; 4,専門教育科目プログラム基盤科目,1,理コラボレーションA424,主に板書で講義する.\\n1.ジョルダン標準形(2次; 3次の場合)\\n2.和空間; 直和; 次元定理\\n3.冪零行列のジョルダン標準形\\n4.ジョルダン標準形(一般の場合); 広義固有空間\\n5.ジョルダン分解\\n6.一般スペクトル分解\\n7.最小多項式; ジョルダン標準形への応用\\n8.定数係数線形差分方程式への応用,ターム末の試験により評価する.,
140725,1-2,月4; 火4,解析学II,菊池万里,2; 3; 4,専門教育科目プログラム基盤科目,2,理コラボレーションA424,下記の計画に沿って、スライド及び板書を用いて講義する。\\n第1回:関数の微分可能性\\n第2回:合成関数の微分\\n第3回:逆関数の微分\\n第4回:ロルの定理・平均値の定理\\n第5回:極大・極小\\n第6回:ロピタルの定理\\n第7回:テイラーの定理\\n第8回:テイラー展開\\n第9回:関数の一様連続性\\n第10回:Riemann積分の定義\\n第11回:有界関数の積分可能性1\\n第12回:有界関数の積分可能性2\\n第13回:積分の区間に関する加法性\\n第14回:微分積分学の基本定理\\n第15回:部分積分法と置換積分法\\n期末試験,期末試験の成績(75~85%)と課題(25~15%)を総合して、目標が達成されている否かを基準に評価する。,
140748,1-2,月3,物理学演習I,栗本猛,2; 3; 4,専門教育科目プログラム基盤科目,1,理コラボレーションA239,[授業の形式]\\na)学生の発表に対し、他の学生から質疑、コメント、議論を行う。教員からもコメントが入る場合がある。\\nb)毎回レポート課題を予習し、解答を板書し発表する。レポート問題は毎週提出する。\\n[スケジュール]\\n1.ガイダンスと学力確認テスト\\n2.1つの変数の場合の微分積分\\n3.多変数の微分積分\\n4.線形代数の基本的な計算\\n5.線形代数の応用、行列の性質、固有値\\n6.ベクトル解析(微分法)\\n7.ベクトル解析(積分法)\\n8.物理学への応用と確認テスト,a)最低2-3回の発表\\nb)発表、レポート、課題提出(30%)+テスト(70%)\\nc)実習科目のため8割以上の出席を必須とする。,不明な点はメールにて問い合わせること。連絡先は上のホームページに記載されている。学籍番号や学年を明記すること。また、演習問題の内容に関する質問があれば、メールにて連絡をしアポイントを取るなどして、教員と相談すること。
140749,1-2,月3,物理学演習II,中野佑樹,2; 3; 4,専門教育科目プログラム基盤科目,1,理コラボレーションA239,[授業の形式]\\n・毎回レポート課題を予習し、解答を板書し発表する。\\n・担当教員や他の学生から質問があった場合には適切な回答をする。\\n[スケジュール]\\n第1回ガイダンス\\n第2回-第3回力学で利用する数学の準備; 高校物理の復習\\n第4回-第5回極座標・エネルギー保存則; 運動方程式・単振動; 保存力・振動運動\\n第6回-第7回角運動量の保存則; 剛体\\n第8回総まとめと試験\\n授業の進度に応じて順番が前後することがある。,発表・レポート・課題(30%)+テスト(70%)\\n複数回の発表を単位習得の必要条件とする。\\n授業態度も成績に加味する。8割以上の出席。,シラバスの詳細・成績評価の方法を変更することがありますので、講義開始前に、再度、確認をしてください。
140756,1-2,月1,化学熱力学IA,岩村宗高,2; 3; 4,専門教育科目プログラム基盤科目,1,理コラボレーションA336,黒板を用いる。必要に応じプロジェクタを使う。\\n1.熱力学の概略(化学分野における熱力学の意義と物理量(状態関数と経路関数)の確認)\\n2-3.気体の性質(P; V; Tといった状態関数同士の関係と、分子間相互作用)\\n3-5.ボルツマン因子と分配関数(分配関数の定義および状態関数との関係)\\n6-8.熱力学第一法則(エネルギー保存則から見る各状態関数、経路関数との関係),試験100%試験の結果によっては出席状況を考慮に入れる。\\n達成目標に示す内容について; 正しく理解・説明できるかを評価基準とする。,
140757,1-2,月1,化学熱力学IB,岩村宗高,2; 3; 4,専門教育科目プログラム基盤科目,1,理コラボレーションA336,黒板を用いる。必要に応じプロジェクタを使う。\\n1-3.エントロピーと熱力学第二法則(1.古典熱力学でのエントロピーの定義、2.状態関数としてのエントロピー、3エントロピー増大則)\\n4-6.エントロピーと熱力学第三法則(.統計熱力学でのエントロピーとボルツマンの式、温度Tのエントロピーによる定義、実在系のエントロピーの計測法)\\n7-8.自由エネルギー(ヘルムホルツエネルギーとギブスエネルギー、ポテンシャルエネルギー曲線の解釈),試験100%試験の結果によっては出席状況を考慮に入れる。\\n達成目標に示す内容について; 正しく理解・説明できるかを評価基準とする。,
140760,1-2,月2; 水2,有機化学I,林直人,2; 3; 4,専門教育科目プログラム基盤科目,2,経101講義室,第1回:有機化学のあらまし、電子構造と結合(1章)\\n第2回:酸と塩基(2章)\\n第3回:命名法、物理的性質、および構造の表示法(3章)\\n第4回:異性体(4章)\\n第5回:異性体(続き)(4章)\\n第6回:アルケンの構造、命名法(5.1~)\\n第7回:中間試験1、アルケンの反応性(5.5~)\\n第8回:熱力学と速度論、反応速度(5.7~)\\n第9回:中間試験2、アルケンの付加反応(6.1~)\\n第10回:アルケンの付加反応(水、アルコール、カルボカチオン)(6.5~)\\n第11回:アルケンの付加反応(ボラン、ハロゲン)(6.8~)\\n第12回:アルケンの付加反応(過酸、オゾン、水素)(6.10~)\\n第13回:アルケンの相対的安定性、立体化学(6.13~)\\n第14回:立体化学(続き)\\n第15回:ふりかえり\\n第16回:期末試験,期末および中間試験の成績により評点をつけます。配点は期末試験が約6割、中間試験が約4割です。\\n試験は、記述形式で行います。難易度は教科書の例題~章末問題前半程度、知識の量ではなく、「教科書の内容が整理できているか」「原理を正しく理解できているか」を問うような問題を出します。なお4回以上遅刻または欠席した場合には、期末試験の得点を半分に減じます。\\n中間試験は、2回程度実施する予定です。,
140761,1-2,月2; 水2,有機化学II,林直人,2; 3; 4,専門教育科目プログラム基盤科目,2,経101講義室,第1回:SN2反応の概要と反応例\\n第2回:SN1反応の概要と反応例\\n第3回:SN2反応とSN1反応の競争(分子構造の影響)\\n第4回:SN2反応とSN1反応の競争(反応環境の影響)\\n第5回:E2反応の概要と反応例\\n第6回:E1反応の概要と反応例\\n第7回:E1反応とE2反応の競争\\n第8回:置換反応と脱離反応の競合\\n第9回:アルコールの反応(酸解離反応)\\n第10回:アルコールの反応(置換反応)\\n第11回:エーテルの性質\\n第12回:エポキシドの構造と反応\\n第13回:アミンの構造と性質\\n第14回:チオール、スルフィド、およびスルホニウム塩の構造と性質\\n第15回:ふりかえり,期末および中間試験の成績により評点をつけます。配点は期末試験が約6割、中間試験が約4割です。\\n試験は、記述形式で行います。難易度は教科書の例題~章末問題前半程度、知識の量ではなく、「教科書の内容が整理できているか」「原理を正しく理解できているか」を問うような問題を出します。なお4回以上遅刻または欠席した場合には、期末試験の得点を半分に減じます。\\n中間試験は、2回程度実施する予定です。,
