,:白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,,,,,,,,,
,白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,,,,,,,,,,
152223,1-2,火3; 火4,社会医学実習,関根 道和,4,専門教育科目 社会医学ユニット,1.0,杉 別途通知,全9回の実習のうち、初回は説明会を行い、班分けを行う。第2-8回の計7回が実習、最終回は実習発表会を行う。実習報告書を指定期日までに提出すること。,取組状況、グループ内での発表や討論、実習報告書等から総合的に評価する。,水平統合(疫学、富山医療学、および医学統計)
152231,1-2,火1,医学統計,米本 直裕,4,専門教育科目 社会医学ユニット,1,杉 臨床講義室1,講義および統計ソフトウエアを用いた演習形式,授業内レポート 0~10%\\n<評価基準>各授業内容を正しく理解している\\n筆記試験 90~100%\\n(不合格者に対する再評価(再試験)は原則1回)\\n評価者(評価作成者):「担当教員」に記載の教員\\n試験問題開示や解答公開:「無」\\n本科目では過去問題を利用した学修を推奨していないため。,
155036,3-4,火3; 火4,富山医療学,吉岡 英治,3,専門教育科目 富山特色ユニット,1.0,杉 日医工オーディトリアム,授業計画詳細を参照,各講義後に行う理解度テスト、個人レポート から総合的に評価(A~D評価)する。(計100%)\\n評価者(評価作成者):「担当教員」に記載の教員\\n試験は行わない。,水平統合(疫学および環境保健学)
,:白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,,,,,,,,,
,白黒は未選択状態です。1クリックで関連あり、2クリックで未選択となります。,,,,,,,,,,
151105,1-2,木1,医学英語I,高橋 良子,2,専門教育科目 医療プロフェッショナリズムユニット,1,杉 別途通知,第1回~第4回:プレゼンテーション\\n第5回~第8回:医療面接,ペアワーク・グループワーク 20%\\n<評価基準>\\nワークの目的を理解し、適切な内容・構成で活動を遂行している\\n協働的な姿勢が見られる\\nグループ活動に主体的に貢献しているか\\n提出が必要なワークは、締切前に提出されている\\n課題 20%\\n<評価基準>\\n課題の目的を理解し、適切な内容・構成で活動を遂行している\\n締切前に提出されている\\nミニプレゼンテーション 30%\\n<評価基準>\\n事前準備がなされている\\n医学的内容が正確である\\n情報の取捨選択が適切である\\n論理的に構造化されている\\n英語表現が適切である\\nスライドが効果的に設計されている\\n聴衆を意識した発表ができている\\n適切な伝達技術(発話の明瞭さ、視線、姿勢、ジェスチャー等)を使用している\\n医療面接ロールプレイ 30%\\n<評価基準>\\n事前準備がなされている\\n主訴を構造的に聴取できている\\n患者の発言を遮らず傾聴できている\\n共感的応答が見られる\\n医学的語彙を適切に使用している\\n明瞭で理解可能な発話ができている\\n患者の発話を理解している,
152200,1-2,木2,医学英語III,高橋 良子,4,専門教育科目 医療プロフェッショナリズムユニット,1,杉 別途通知,奇数回:全体講義\\n偶数回:小グループに分かれての演習,ペアワーク・グループワーク 20%\\n<評価基準>\\nワークの目的を理解し、適切な内容・構成で活動を遂行している\\n協働的な姿勢が見られる\\nグループ活動に主体的に貢献しているか\\n提出が必要なワークは、締切前に提出されている\\n課題 20%\\n<評価基準>\\n課題の目的を理解し、適切な内容・構成で活動を遂行している\\n締切前に提出されている\\n医療面接ロールプレイ 60%\\n<評価基準>\\n事前準備がなされている\\n主訴・現病歴・既往歴などを構造的に聴取できている\\n患者の発言を遮らず傾聴できている\\n共感的応答が見られる\\n医学的語彙を適切に使用している\\n明瞭で理解可能な発話ができている\\n患者の発話を理解している,
150215,3-4,木3,行動科学,堀 悦郎,1,専門教育科目 医療プロフェッショナリズムユニット,1,五福共C22番教室,講義形式で、プリント、板書、PowerPointなどを用いて行う。,学期末に筆記試験(100%)を行って評価する。\\n成績評価には; 全ての達成目標(12項目)が同等に寄与する。\\n追試験・再試験は、必要が生じた場合に1回実施する。\\n評価者(評価作成者):「担当教員」に記載の教員\\n評価のフィードバックは、質問に応じて解説を行います。\\n試験問題開示や解答公開:「無」\\n本科目では過去問題を利用した学修を推奨していないため。,担当教員\\n堀 悦郎(行動科学 教授)hori@med.u-toyama.ac.jp\\n袴田優子(臨床心理学・認知神経科学 教授)hakamata@med.u-toyama.ac.jp\\n近藤 諭(医学教育学 助教)skondo@med.u-toyama.ac.jp
